

Generation: 1

| chromosome                                                                                                                                                                                                                                             |   id | parents      |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  472 | (450, 465) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0284203820119232e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  473 | (458, 450) |

Generation: 59

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  428 | (381, 418) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  458 | (450, 455) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  474 | (428, 466) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.491934867486908e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  475 | (428, 472) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  476 | (458, 472) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  477 | (470, 470) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.491934867486908e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  478 | (472, 466) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  479 | (469, 470) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4493824891256363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  480 | (428, 469) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.491934867486908e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  481 | (472, 472) |

Generation: 60

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  479 | (469, 470) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  458 | (450, 455) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0258107807624166e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  482 | (477, 478) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  483 | (478, 474) |
| [0.0, -7.740108148982617e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  484 | (458, 474) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.491934867486908e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  485 | (478, 479) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  486 | (476, 458) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  487 | (458, 474) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  488 | (479, 458) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  489 | (479, 474) |

Generation: 61

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  479 | (469, 470) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  489 | (479, 474) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  490 | (479, 484) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  491 | (483, 479) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  492 | (489, 483) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  493 | (483, 484) |
| [0.0, -7.740108148982617e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  494 | (489, 484) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  495 | (489, 484) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.504239599561348e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  496 | (484, 479) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0258107807624166e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  497 | (482, 482) |

Generation: 62

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5740458105809076e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  490 | (479, 484) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  491 | (483, 479) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  498 | (491, 493) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5740458105809076e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  499 | (490, 490) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  500 | (494, 479) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4563512284050416e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  501 | (493, 494) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  502 | (491, 494) |
| [0.0, -7.657086607015561e-13, -2.2567138694668312e-13, 3.4563512284050416e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  503 | (494, 497) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0258107807624166e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  504 | (493, 497) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  505 | (493, 491) |

Generation: 63

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  498 | (491, 493) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  505 | (493, 491) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  506 | (501, 505) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  507 | (498, 504) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  508 | (498, 498) |
