

Generation: 1

| chromosome                                                                                                                                                                                                                                             |   id | parents      |
| [0.0, -7.73891133045099e-13, -2.2644733776322141e-13, 3.5708476239269196e-11, 1.305325350733804e-10, -1.5363293953639875e-15, 1.0176835156926072e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  399 | (388, 388) |
| [0.0, -7.668984380884956e-13, -2.2352942654611568e-13, 3.444286938179358e-11, 1.305325350733804e-10, -1.4627993286033229e-15, 1.0176835156926072e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  400 | (392, 378) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  401 | (378, 381) |

Generation: 50

| chromosome                                                                                                                                                                                                                                           |   id | parents    |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  381 | (376, 360) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  401 | (378, 381) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.447632466804543e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  402 | (401, 395) |
| [0.0, -7.661246263491006e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.305325350733804e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  403 | (395, 400) |
| [0.0, -7.668984380884956e-13, -2.2644733776322141e-13, 3.444286938179358e-11, 1.305325350733804e-10, -1.5363293953639875e-15, 1.0176835156926072e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  404 | (399, 400) |
| [0.0, -7.73891133045099e-13, -2.2644733776322141e-13, 3.5708476239269196e-11, 1.305325350733804e-10, -1.5363293953639875e-15, 1.0176835156926072e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  405 | (399, 399) |
| [0.0, -7.73891133045099e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.305325350733804e-10, -1.447632466804543e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  406 | (395, 399) |
| [0.0, -7.73891133045099e-13, -2.2352942654611568e-13, 3.5708476239269196e-11, 1.305325350733804e-10, -1.5363293953639875e-15, 1.0176835156926072e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  407 | (378, 399) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.305325350733804e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  408 | (381, 395) |
| [0.0, -7.661246263491006e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.447632466804543e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  409 | (395, 381) |

Generation: 51

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  381 | (376, 360) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0281300368882113e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  401 | (378, 381) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.447632466804543e-15, 1.0268288829722052e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  410 | (408, 402) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0268288829722052e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  411 | (401, 402) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.3323485960459808e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  412 | (408, 381) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  413 | (402, 381) |
| [0.0, -7.661246263491006e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.3323485960459808e-10, -1.4627993286033229e-15, 1.0177894907970996e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  414 | (409, 408) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.3967531212999024e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0177894907970996e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  415 | (381, 408) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.3967531212999024e-11, 1.305325350733804e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  416 | (408, 403) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0268288829722052e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  417 | (402, 403) |

Generation: 52

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  381 | (376, 360) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  413 | (402, 381) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  418 | (417, 412) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.3967531212999024e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  419 | (416, 413) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  420 | (381, 412) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.3323485960459808e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  421 | (417, 412) |
| [0.0, -7.661246263491006e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  422 | (413, 414) |
| [0.0, -7.737603767833553e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.3323485960459808e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  423 | (381, 412) |
| [0.0, -7.661246263491006e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  424 | (413, 412) |
| [0.0, -7.661246263491006e-13, -2.2352942654611568e-13, 3.3967531212999024e-11, 1.305325350733804e-10, -1.4627993286033229e-15, 1.0177894907970996e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  425 | (416, 414) |

Generation: 53

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  418 | (417, 412) |
| [0.0, -7.740108148982617e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  422 | (413, 414) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  426 | (418, 422) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  427 | (418, 422) |
| [0.0, -7.737603767833553e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  428 | (381, 418) |
| [0.0, -7.740108148982617e-13, -2.296743631166395e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.5195004417151053e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  429 | (381, 422) |
| [0.0, -7.658627598136934e-13, -2.2545013006054491e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.5195004417151053e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  430 | (424, 381) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.3323485960459808e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  431 | (418, 421) |
| [0.0, -7.661246263491006e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.3323485960459808e-10, -1.4627993286033229e-15, 1.0177894907970996e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  432 | (421, 425) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.305325350733804e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  433 | (425, 418) |

Generation: 54

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2644733776322141e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  428 | (381, 418) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  418 | (417, 412) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  434 | (418, 418) |
| [0.0, -7.740108148982617e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  435 | (422, 422) |
| [0.0, -7.740108148982617e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0211163733767552e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  436 | (422, 427) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  437 | (418, 431) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  438 | (418, 427) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  439 | (431, 418) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  440 | (418, 422) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  441 | (418, 426) |

Generation: 55

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2644733776322141e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  428 | (381, 418) |
| [0.0, -7.661246263491006e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  437 | (418, 431) |
| [0.0, -7.667886504659796e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.0184542937281312e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  442 | (435, 435) |
| [0.0, -7.661246263491006e-13, -2.299042677157454e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |  443 | (438, 438) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  444 | (439, 428) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  445 | (440, 437) |
| [0.0, -7.661246263491006e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  446 | (438, 437) |
| [0.0, -7.737603767833553e-13, -2.2644733776322141e-13, 3.5033003257024225e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  447 | (439, 428) |
| [0.0, -7.667886504659796e-13, -2.2352942654611568e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4655509059913047e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  448 | (435, 440) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  449 | (438, 440) |

Generation: 56

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  428 | (381, 418) |
| [0.0, -7.661246263491006e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.4471146250887532e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  446 | (438, 437) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  450 | (428, 445) |
| [0.0, -7.667886504659796e-13, -2.2931241991332436e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4655509059913047e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  451 | (448, 428) |
| [0.0, -7.661246263491006e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.9250642524941234e-08, 9.827671833722739e-10] |  452 | (446, 443) |
| [0.0, -7.661246263491006e-13, -2.2644733776322141e-13, 3.5033003257024225e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  453 | (447, 443) |
| [0.0, -7.740108148982617e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.4471146250887532e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  454 | (445, 446) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  455 | (428, 428) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  456 | (445, 445) |
| [0.0, -7.667886504659796e-13, -2.2644733776322141e-13, 3.439211676611888e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  457 | (448, 445) |

Generation: 57

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  428 | (381, 418) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  450 | (428, 445) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  458 | (450, 455) |
| [0.0, -7.740108148982617e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.4471146250887532e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  459 | (446, 450) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.439211676611888e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  460 | (454, 450) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  461 | (450, 428) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.439211676611888e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  462 | (450, 454) |
| [0.0, -7.740108148982617e-13, -2.3564245698967466e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  463 | (450, 454) |
| [0.0, -7.737603767833553e-13, -2.3564245698967466e-13, 3.439211676611888e-11, 1.4471146250887532e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  464 | (428, 454) |
| [0.0, -7.737603767833553e-13, -2.2644733776322141e-13, 3.5033003257024225e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  465 | (455, 453) |

Generation: 58

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  428 | (381, 418) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  458 | (450, 455) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  466 | (428, 461) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0284203820119232e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  467 | (450, 461) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  468 | (465, 461) |
| [0.0, -7.740108148982617e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  469 | (458, 458) |
| [0.0, -7.737603767833553e-13, -2.2931241991332436e-13, 3.5033003257024225e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  470 | (428, 461) |
| [0.0, -7.740108148982617e-13, -2.2644733776322141e-13, 3.5033003257024225e-11, 1.383109711098868e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0284203820119232e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  471 | (450, 465) |
