

Generation: 0

| chromosome                                                                                                                                                                                                                                               | train   | val   |     fitness |   id | parents      |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   63 | (42, 56)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.1357833946519518e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   59 | (56, 52)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.243517694219807e-13, 2.8665922063759645e-11, -1.1357833946519518e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   64 | (42, 52)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -7.881938865396971e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.169984389364501e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   62 | (50, 56)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -7.881938865396971e-13, -2.253082588219778e-13, 2.8665922063759645e-11, -1.1357833946519518e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.875839887076909e-08, 1.0114536553207675e-09]  |   65 | (50, 52)  | 1.53297e+11 | 1.5062e+11  | 1.51959e+11 |
| [0.0, -7.881938865396971e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 9.400109784569998e-10]  |   60 | (42, 50)  | 3.00289e+12 | 4.03973e+12 | 3.52131e+12 |

Generation: 8

| chromosome                                                                                                                                                                                                                                               |   id | parents   |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   67 | (63, 59)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.81938633531906e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   68 | (61, 42)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.078811731570274e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   71 | (51, 58)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   73 | (58, 42)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.2068299332499286e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   69 | (42, 63)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -7.99498614741109e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.0961432291600772e-10, -1.5355807895967624e-15, 9.81938633531906e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   66 | (42, 51)  | 1.01689e+11 | 1.56437e+11 | 1.29063e+11 |
| [0.0, -7.881938865396971e-13, -2.243517694219807e-13, 2.929899858548496e-11, -1.0961432291600772e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0253899444813998e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   51 | (44, 48)  | 1.01648e+11 | 1.56749e+11 | 1.29198e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.81938633531906e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.8625227947016017e-08, 1.0114536553207675e-09] |   72 | (58, 42)  | 1.24364e+11 | 1.46694e+11 | 1.35529e+11 |
| [0.0, -8.082744003920918e-13, -2.3426031565664424e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5434451591065205e-15, 9.758095027974535e-16, 3.0299900425141738e-05, -2.2015181994796337e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   42 | (35, 36)  | 5.43763e+11 | 4.86626e+11 | 5.15195e+11 |
| [0.0, -8.01582227709542e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.04439327792883e-09]    |   70 | (63, 63)  | 3.20985e+11 | 1.3214e+12  | 8.21191e+11 |

Generation: 9

| chromosome                                                                                                                                                                                                                                                |   id | parents   |       train |         val |     fitness |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   67 | (63, 59)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   75 | (67, 68)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.116620153608624e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   77 | (67, 73)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   78 | (68, 71)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   79 | (66, 73)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   80 | (71, 69)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5159705622551677e-15, 9.81938633531906e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]    |   76 | (71, 68)  | 9.81721e+10 | 1.59775e+11 | 1.28974e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5355807895967624e-15, 9.879191588285302e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   81 | (66, 73)  | 1.01689e+11 | 1.56437e+11 | 1.29063e+11 |
| [0.0, -8.097648204583293e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.4906011561687812e-15, 9.81938633531906e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   68 | (61, 42)  | 9.40405e+10 | 1.6452e+11  | 1.2928e+11  |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.9419860247837032e-08, 1.0114536553207675e-09] |   74 | (73, 67)  | 3.9838e+11  | 3.64466e+11 | 3.81423e+11 |

Generation: 10

| chromosome                                                                                                                                                                                                                                                |   id | parents   |       train |         val |     fitness |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -8.116620153608624e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   83 | (79, 77)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   84 | (78, 79)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   87 | (79, 77)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.556600731942958e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   86 | (80, 79)  | 1.05772e+11 | 1.53177e+11 | 1.29475e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.4526446282637537e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   88 | (80, 78)  | 8.87402e+10 | 1.72515e+11 | 1.30627e+11 |
| [0.0, -8.082744003920918e-13, -2.3650383808111674e-13, 2.881746858368526e-11, -1.1092505134172915e-10, -1.437994424759424e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]    |   82 | (79, 80)  | 8.6977e+10  | 1.75888e+11 | 1.31432e+11 |
| [0.0, -8.097648204583293e-13, -2.2420050146182293e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.4361945504474965e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   75 | (67, 68)  | 8.67712e+10 | 1.76313e+11 | 1.31542e+11 |
| [0.0, -8.097648204583293e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.1741191336844072e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.063046185920802e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]    |   89 | (78, 75)  | 8.67749e+10 | 1.81051e+11 | 1.33913e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1281541681969476e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.8987471056311092e-08, 1.0114536553207675e-09] |   67 | (63, 59)  | 2.19069e+11 | 1.88055e+11 | 2.03562e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0342725091793123e-09]  |   85 | (67, 80)  | 1.48056e+11 | 7.65852e+11 | 4.56954e+11 |

Generation: 11

| chromosome                                                                                                                                                                                                                                               |   id | parents   |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -8.116620153608624e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   90 | (83, 87)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   91 | (83, 87)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   92 | (84, 88)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.104330393493793e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.5223629717419581e-15, 9.743726165762747e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   94 | (87, 83)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.097648204583293e-13, -2.243517694219807e-13, 2.9181493833882984e-11, -1.115125832600562e-10, -1.5223629717419581e-15, 9.912232523903404e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   84 | (78, 79)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.082744003920918e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1861394041184642e-10, -1.5223629717419581e-15, 9.731461152961022e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   93 | (88, 84)  | 9.92876e+10 | 1.58656e+11 | 1.28972e+11 |
| [0.0, -8.116620153608624e-13, -2.3122247137822454e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.4825417847339219e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09] |   83 | (79, 77)  | 9.28267e+10 | 1.66127e+11 | 1.29477e+11 |
| [0.0, -8.082744003920918e-13, -2.3650383808111674e-13, 2.881746858368526e-11, -1.1092505134172915e-10, -1.437994424759424e-15, 9.825173493719075e-16, 3.0174442259529694e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]   |   95 | (86, 82)  | 9.16924e+10 | 1.68478e+11 | 1.30085e+11 |
| [0.0, -8.097648204583293e-13, -2.3650383808111674e-13, 2.9181493833882984e-11, -1.1092505134172915e-10, -1.437994424759424e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0114536553207675e-09]  |   97 | (84, 82)  | 8.6977e+10  | 1.75888e+11 | 1.31432e+11 |
